"","country","year","repression","indoctrination","electdem","legacy","startyear","endyear"
"1185","East Germany",1949,0.244,-2.04567777777778,0.119,"Left-Wing",1949,1990
"1186","East Germany",1950,0.262,-2.06587777777778,0.183,"Left-Wing",1949,1990
"1187","East Germany",1951,0.262,-2.06587777777778,0.173,"Left-Wing",1949,1990
"1188","East Germany",1952,0.266,-2.06587777777778,0.173,"Left-Wing",1949,1990
"1189","East Germany",1953,0.28,-2.01947777777778,0.176,"Left-Wing",1949,1990
"1190","East Germany",1968,0.237,-2.11818888888889,0.171,"Left-Wing",1949,1990
"1191","East Germany",1964,0.237,-2.11818888888889,0.176,"Left-Wing",1949,1990
"1192","East Germany",1951,0.262,-2.06587777777778,0.173,"Left-Wing",1949,1990
"1193","East Germany",1969,0.237,-2.11818888888889,0.171,"Left-Wing",1949,1990
"1194","East Germany",1971,0.255,-2.08078888888889,0.172,"Left-Wing",1949,1990
"1195","East Germany",1972,0.255,-2.08618888888889,0.171,"Left-Wing",1949,1990
"1196","East Germany",1974,0.239,-2.10632222222222,0.168,"Left-Wing",1949,1990
"1197","East Germany",1954,0.284,-2.09787777777778,0.174,"Left-Wing",1949,1990
"1198","East Germany",1959,0.315,-2.14345555555556,0.18,"Left-Wing",1949,1990
"1199","East Germany",1956,0.31,-2.13358888888889,0.17,"Left-Wing",1949,1990
"1200","East Germany",1957,0.315,-2.14345555555556,0.169,"Left-Wing",1949,1990
"1201","East Germany",1958,0.315,-2.14345555555556,0.17,"Left-Wing",1949,1990
"1202","East Germany",1969,0.237,-2.11818888888889,0.171,"Left-Wing",1949,1990
"1203","East Germany",1954,0.284,-2.09787777777778,0.174,"Left-Wing",1949,1990
"1204","East Germany",1955,0.284,-2.09787777777778,0.17,"Left-Wing",1949,1990
"1205","East Germany",1966,0.237,-2.11818888888889,0.176,"Left-Wing",1949,1990
"1206","East Germany",1961,0.232,-2.12816666666667,0.177,"Left-Wing",1949,1990
"1207","East Germany",1952,0.266,-2.06587777777778,0.173,"Left-Wing",1949,1990
"1208","East Germany",1948,NA,NA,NA,"Left-Wing",1949,1990
"1209","East Germany",1962,0.23,-2.11818888888889,0.178,"Left-Wing",1949,1990
"1210","East Germany",1984,0.25,-2.04745555555556,0.174,"Left-Wing",1949,1990
"1211","East Germany",1985,0.25,-2.04745555555556,0.174,"Left-Wing",1949,1990
"1212","East Germany",1960,0.297,-2.12816666666667,0.177,"Left-Wing",1949,1990
"1213","East Germany",1983,0.244,-2.07505555555556,0.175,"Left-Wing",1949,1990
"1214","East Germany",1956,0.31,-2.13358888888889,0.17,"Left-Wing",1949,1990
"1215","East Germany",1967,0.237,-2.11818888888889,0.176,"Left-Wing",1949,1990
"1216","East Germany",1968,0.237,-2.11818888888889,0.171,"Left-Wing",1949,1990
"1217","East Germany",1961,0.232,-2.12816666666667,0.177,"Left-Wing",1949,1990
"1218","East Germany",1970,0.255,-2.11818888888889,0.171,"Left-Wing",1949,1990
"1219","East Germany",1962,0.23,-2.11818888888889,0.178,"Left-Wing",1949,1990
"1220","East Germany",1957,0.315,-2.14345555555556,0.169,"Left-Wing",1949,1990
"1221","East Germany",1960,0.297,-2.12816666666667,0.177,"Left-Wing",1949,1990
"1222","East Germany",1987,0.258,-2.04765555555556,0.182,"Left-Wing",1949,1990
"1223","East Germany",1953,0.28,-2.01947777777778,0.176,"Left-Wing",1949,1990
"1224","East Germany",1988,0.249,-2.05205555555556,0.181,"Left-Wing",1949,1990
"1225","East Germany",1986,0.26,-2.04765555555556,0.177,"Left-Wing",1949,1990
"1226","East Germany",1959,0.315,-2.14345555555556,0.18,"Left-Wing",1949,1990
"1227","East Germany",1958,0.315,-2.14345555555556,0.17,"Left-Wing",1949,1990
"1228","East Germany",1990,0.894,-0.900344444444445,0.411,"Left-Wing",1949,1990
"1229","East Germany",1963,0.23,-2.11818888888889,0.179,"Left-Wing",1949,1990
"1230","East Germany",1989,0.259,-1.85265555555556,0.19,"Left-Wing",1949,1990
"1231","Estonia",2012,0.965,-0.305588888888889,0.906,"Left-Wing",1940,1992
"1232","Estonia",1931,0.903,0.119211111111111,0.727,"Left-Wing",1940,1992
"1233","Estonia",1934,0.84,-0.415188888888889,0.407,"Left-Wing",1940,1992
"1234","Estonia",1935,0.695,-0.377055555555556,0.13,"Left-Wing",1940,1992
"1235","Estonia",1932,0.894,0.0783888888888889,0.688,"Left-Wing",1940,1992
"1236","Estonia",2011,0.965,-0.256944444444444,0.906,"Left-Wing",1940,1992
"1237","Estonia",1925,0.891,0.00618888888888889,0.684,"Left-Wing",1940,1992
"1238","Estonia",1926,0.904,0.0573555555555555,0.693,"Left-Wing",1940,1992
"1239","Estonia",1936,0.695,-0.408455555555556,0.134,"Left-Wing",1940,1992
"1240","Estonia",1933,0.87,-0.0547444444444444,0.604,"Left-Wing",1940,1992
"1241","Estonia",1929,0.904,0.132555555555556,0.73,"Left-Wing",1940,1992
"1242","Estonia",1930,0.894,0.0984111111111111,0.722,"Left-Wing",1940,1992
"1243","Estonia",1994,0.902,-0.128055555555556,0.873,"Left-Wing",1940,1992
"1244","Estonia",1995,0.922,-0.243455555555556,0.864,"Left-Wing",1940,1992
"1245","Estonia",1996,0.947,-0.275688888888889,0.868,"Left-Wing",1940,1992
"1246","Estonia",1997,0.947,-0.275688888888889,0.868,"Left-Wing",1940,1992
"1247","Estonia",1998,0.947,-0.275688888888889,0.868,"Left-Wing",1940,1992
"1248","Estonia",1999,0.947,-0.409077777777778,0.89,"Left-Wing",1940,1992
"1249","Estonia",1937,0.665,-0.408455555555556,0.13,"Left-Wing",1940,1992
"1250","Estonia",1938,0.693,-0.393077777777778,0.193,"Left-Wing",1940,1992
"1251","Estonia",1939,0.693,-0.386611111111111,0.21,"Left-Wing",1940,1992
"1252","Estonia",1927,0.904,0.0573555555555555,0.733,"Left-Wing",1940,1992
"1253","Estonia",1928,0.904,0.0573555555555555,0.733,"Left-Wing",1940,1992
"1254","Estonia",1992,0.899,-0.102944444444444,0.438,"Left-Wing",1940,1992
"1255","Estonia",2006,0.955,-0.286288888888889,0.902,"Left-Wing",1940,1992
"1256","Estonia",2007,0.956,-0.315155555555556,0.881,"Left-Wing",1940,1992
"1257","Estonia",2008,0.956,-0.203555555555556,0.888,"Left-Wing",1940,1992
"1258","Estonia",2009,0.96,-0.213688888888889,0.879,"Left-Wing",1940,1992
"1259","Estonia",2010,0.961,-0.262388888888889,0.877,"Left-Wing",1940,1992
"1260","Estonia",1918,0.797,0.124422222222222,0.254,"Left-Wing",1940,1992
"1261","Estonia",1919,0.797,0.0761111111111111,0.486,"Left-Wing",1940,1992
"1262","Estonia",1920,0.879,0.0942666666666667,0.638,"Left-Wing",1940,1992
"1263","Estonia",1921,0.891,0.269277777777778,0.737,"Left-Wing",1940,1992
"1264","Estonia",1922,0.894,0.242477777777778,0.723,"Left-Wing",1940,1992
"1265","Estonia",1990,0.861,-0.128688888888889,0.798,"Left-Wing",1940,1992
"1266","Estonia",1991,0.887,-0.137355555555556,0.605,"Left-Wing",1940,1992
"1267","Estonia",2016,0.956,-0.457188888888889,0.895,"Left-Wing",1940,1992
"1268","Estonia",2017,0.951,-0.597555555555556,0.91,"Left-Wing",1940,1992
"1269","Estonia",1993,0.904,-0.129477777777778,0.876,"Left-Wing",1940,1992
"1270","Estonia",2018,0.945,-0.391777777777778,0.901,"Left-Wing",1940,1992
"1271","Estonia",1924,0.889,0.0510555555555555,0.684,"Left-Wing",1940,1992
"1272","Estonia",2000,0.956,-0.431544444444444,0.894,"Left-Wing",1940,1992
"1273","Estonia",2001,0.956,-0.431544444444444,0.894,"Left-Wing",1940,1992
"1274","Estonia",1923,0.894,0.118277777777778,0.71,"Left-Wing",1940,1992
"1275","Estonia",2013,0.96,-0.345788888888889,0.888,"Left-Wing",1940,1992
"1276","Estonia",2004,0.96,-0.318733333333333,0.905,"Left-Wing",1940,1992
"1277","Estonia",2005,0.96,-0.318733333333333,0.905,"Left-Wing",1940,1992
"1278","Estonia",2003,0.96,-0.326022222222222,0.884,"Left-Wing",1940,1992
"1279","Estonia",2014,0.961,-0.384122222222222,0.891,"Left-Wing",1940,1992
"1280","Estonia",2015,0.959,-0.391322222222222,0.904,"Left-Wing",1940,1992
"1281","Estonia",2002,0.96,-0.426855555555555,0.886,"Left-Wing",1940,1992
"1282","Finland",1983,0.944,-0.8401,0.846,"Democratic",NA,NA
"1283","Finland",1986,0.944,-0.841,0.851,"Democratic",NA,NA
"1284","Finland",1987,0.942,-0.824377777777778,0.848,"Democratic",NA,NA
"1285","Finland",1984,0.944,-0.841,0.851,"Democratic",NA,NA
"1286","Finland",1981,0.933,-0.400455555555556,0.828,"Democratic",NA,NA
"1287","Finland",1995,0.959,-0.611,0.875,"Democratic",NA,NA
"1288","Finland",1996,0.959,-0.611,0.888,"Democratic",NA,NA
"1289","Finland",1985,0.944,-0.841,0.851,"Democratic",NA,NA
"1290","Finland",1998,0.959,-0.611,0.888,"Democratic",NA,NA
"1291","Finland",1999,0.959,-0.611,0.877,"Democratic",NA,NA
"1292","Finland",2000,0.959,-0.611,0.871,"Democratic",NA,NA
"1293","Finland",1997,0.959,-0.611,0.888,"Democratic",NA,NA
"1294","Finland",1989,0.943,-0.824977777777778,0.822,"Democratic",NA,NA
"1295","Finland",2007,0.965,-0.605355555555556,0.889,"Democratic",NA,NA
"1296","Finland",2008,0.965,-0.604533333333333,0.891,"Democratic",NA,NA
"1297","Finland",1988,0.942,-0.824377777777778,0.843,"Democratic",NA,NA
"1298","Finland",1993,0.959,-0.4952,0.872,"Democratic",NA,NA
"1299","Finland",2011,0.972,-0.515333333333333,0.885,"Democratic",NA,NA
"1300","Finland",2012,0.955,-0.581033333333333,0.887,"Democratic",NA,NA
"1301","Finland",2009,0.967,-0.604777777777778,0.895,"Democratic",NA,NA
"1302","Finland",2010,0.964,-0.598444444444444,0.898,"Democratic",NA,NA
"1303","Finland",2015,0.941,-0.740122222222222,0.843,"Democratic",NA,NA
"1304","Finland",1990,0.952,-0.744755555555556,0.852,"Democratic",NA,NA
"1305","Finland",2013,0.962,-0.417611111111111,0.894,"Democratic",NA,NA
"1306","Finland",2014,0.948,-0.417611111111111,0.894,"Democratic",NA,NA
"1307","Finland",1979,0.929,-0.4313,0.816,"Democratic",NA,NA
"1308","Finland",1980,0.937,-0.417988888888889,0.813,"Democratic",NA,NA
"1309","Finland",1939,0.715,-0.306111111111111,0.556,"Democratic",NA,NA
"1310","Finland",1982,0.94,-0.480544444444444,0.822,"Democratic",NA,NA
"1311","Finland",1900,0.608,0.876377777777778,0.262,"Democratic",NA,NA
"1312","Finland",1901,0.608,0.876377777777778,0.262,"Democratic",NA,NA
"1313","Finland",1902,0.608,0.879533333333333,0.265,"Democratic",NA,NA
"1314","Finland",1903,0.608,0.879533333333333,0.265,"Democratic",NA,NA
"1315","Finland",1945,0.796,0.127333333333333,0.605,"Democratic",NA,NA
"1316","Finland",1904,0.588,0.879533333333333,0.265,"Democratic",NA,NA
"1317","Finland",1905,0.632,0.707755555555556,0.279,"Democratic",NA,NA
"1318","Finland",1991,0.95,-0.712533333333333,0.868,"Democratic",NA,NA
"1319","Finland",1992,0.961,-0.7104,0.867,"Democratic",NA,NA
"1320","Finland",1908,0.672,0.402122222222222,0.352,"Democratic",NA,NA
"1321","Finland",1909,0.651,0.382188888888889,0.351,"Democratic",NA,NA
"1322","Finland",1994,0.959,-0.491,0.831,"Democratic",NA,NA
"1323","Finland",1911,0.651,0.382188888888889,0.353,"Democratic",NA,NA
"1324","Finland",1912,0.651,0.382188888888889,0.353,"Democratic",NA,NA
"1325","Finland",1913,0.651,0.382188888888889,0.353,"Democratic",NA,NA
"1326","Finland",1914,0.621,0.326455555555556,0.331,"Democratic",NA,NA
"1327","Finland",1915,0.621,0.418055555555556,0.331,"Democratic",NA,NA
"1328","Finland",1916,0.621,0.418055555555556,0.333,"Democratic",NA,NA
"1329","Finland",2001,0.959,-0.611,0.87,"Democratic",NA,NA
"1330","Finland",2002,0.959,-0.611,0.87,"Democratic",NA,NA
"1331","Finland",1906,0.665,0.536688888888889,0.281,"Democratic",NA,NA
"1332","Finland",1907,0.674,0.359388888888889,0.348,"Democratic",NA,NA
"1333","Finland",2005,0.961,-0.605355555555556,0.891,"Democratic",NA,NA
"1334","Finland",2006,0.961,-0.605355555555556,0.866,"Democratic",NA,NA
"1335","Finland",1925,0.753,-0.0309555555555555,0.684,"Democratic",NA,NA
"1336","Finland",1926,0.739,-0.0309555555555555,0.685,"Democratic",NA,NA
"1337","Finland",1927,0.739,-0.0309555555555555,0.674,"Democratic",NA,NA
"1338","Finland",1928,0.739,-0.0309555555555555,0.663,"Democratic",NA,NA
"1339","Finland",1929,0.739,-0.0309555555555555,0.658,"Democratic",NA,NA
"1340","Finland",1930,0.745,0.00111111111111115,0.594,"Democratic",NA,NA
"1341","Finland",1931,0.736,-0.00208888888888886,0.585,"Democratic",NA,NA
"1342","Finland",1932,0.734,-0.00208888888888886,0.585,"Democratic",NA,NA
"1343","Finland",1933,0.734,-0.068,0.61,"Democratic",NA,NA
"1344","Finland",1934,0.748,-0.068,0.614,"Democratic",NA,NA
"1345","Finland",1935,0.748,-0.068,0.614,"Democratic",NA,NA
"1346","Finland",1936,0.755,-0.142933333333333,0.615,"Democratic",NA,NA
"1347","Finland",1937,0.772,-0.138666666666667,0.636,"Democratic",NA,NA
"1348","Finland",1938,0.788,-0.138666666666667,0.636,"Democratic",NA,NA
"1349","Finland",1910,0.651,0.382188888888889,0.351,"Democratic",NA,NA
"1350","Finland",1940,0.705,-0.104577777777778,0.525,"Democratic",NA,NA
"1351","Finland",1941,0.694,-0.104577777777778,0.525,"Democratic",NA,NA
"1352","Finland",1942,0.678,-0.110977777777778,0.523,"Democratic",NA,NA
"1353","Finland",1943,0.678,-0.110977777777778,0.523,"Democratic",NA,NA
"1354","Finland",1944,0.683,-0.132577777777778,0.523,"Democratic",NA,NA
"1355","Finland",1959,0.926,-0.0170555555555556,0.795,"Democratic",NA,NA
"1356","Finland",1946,0.859,0.172933333333333,0.718,"Democratic",NA,NA
"1357","Finland",1947,0.868,0.142866666666667,0.726,"Democratic",NA,NA
"1358","Finland",1948,0.869,0.151388888888889,0.727,"Democratic",NA,NA
"1359","Finland",1949,0.922,0.1097,0.806,"Democratic",NA,NA
"1360","Finland",1950,0.923,-0.1013,0.847,"Democratic",NA,NA
"1361","Finland",1951,0.923,-0.1013,0.832,"Democratic",NA,NA
"1362","Finland",1966,0.932,0.038888888888889,0.795,"Democratic",NA,NA
"1363","Finland",1954,0.926,-0.0914555555555556,0.821,"Democratic",NA,NA
"1364","Finland",1955,0.926,-0.0914555555555556,0.823,"Democratic",NA,NA
"1365","Finland",1956,0.926,-0.0170555555555556,0.806,"Democratic",NA,NA
"1366","Finland",1957,0.926,-0.0170555555555556,0.805,"Democratic",NA,NA
"1367","Finland",1958,0.926,-0.0170555555555556,0.8,"Democratic",NA,NA
"1368","Finland",1972,0.919,-0.276611111111111,0.803,"Democratic",NA,NA
"1369","Finland",1960,0.932,-0.0170555555555556,0.795,"Democratic",NA,NA
"1370","Finland",1961,0.932,0.0539444444444444,0.795,"Democratic",NA,NA
"1371","Finland",2003,0.958,-0.605355555555556,0.886,"Democratic",NA,NA
"1372","Finland",2004,0.958,-0.605355555555556,0.891,"Democratic",NA,NA
"1373","Finland",1964,0.925,0.0270222222222223,0.819,"Democratic",NA,NA
"1374","Finland",1965,0.932,0.038888888888889,0.808,"Democratic",NA,NA
"1375","Finland",1922,0.736,0.00224444444444445,0.667,"Democratic",NA,NA
"1376","Finland",1967,0.934,0.038888888888889,0.822,"Democratic",NA,NA
"1377","Finland",1968,0.934,0.038888888888889,0.828,"Democratic",NA,NA
"1378","Finland",1969,0.919,0.0209888888888889,0.801,"Democratic",NA,NA
"1379","Finland",1970,0.919,-0.276611111111111,0.83,"Democratic",NA,NA
"1380","Finland",1971,0.919,-0.276611111111111,0.837,"Democratic",NA,NA
"1381","Finland",1976,0.929,-0.4313,0.815,"Democratic",NA,NA
"1382","Finland",1973,0.919,-0.274611111111111,0.803,"Democratic",NA,NA
"1383","Finland",1974,0.919,-0.274611111111111,0.803,"Democratic",NA,NA
"1384","Finland",1975,0.919,-0.274611111111111,0.801,"Democratic",NA,NA
"1385","Finland",1923,0.715,-0.0309555555555555,0.691,"Democratic",NA,NA
"1386","Finland",1977,0.929,-0.4313,0.815,"Democratic",NA,NA
"1387","Finland",1978,0.929,-0.4313,0.81,"Democratic",NA,NA
"1388","Finland",2018,0.939,-0.356177777777778,0.855,"Democratic",NA,NA
"1389","Finland",1917,0.656,0.271044444444444,0.371,"Democratic",NA,NA
"1390","Finland",1952,0.923,-0.1013,0.821,"Democratic",NA,NA
"1391","Finland",1953,0.923,-0.0981,0.803,"Democratic",NA,NA
"1392","Finland",1921,0.731,0.127844444444444,0.648,"Democratic",NA,NA
"1393","Finland",1919,0.681,0.131711111111111,0.609,"Democratic",NA,NA
"1394","Finland",1962,0.917,0.0539444444444444,0.821,"Democratic",NA,NA
"1395","Finland",1963,0.917,0.0539444444444444,0.816,"Democratic",NA,NA
"1396","Finland",2016,0.941,-0.740122222222222,0.844,"Democratic",NA,NA
"1397","Finland",2017,0.936,-0.705322222222222,0.869,"Democratic",NA,NA
"1398","Finland",1920,0.73,0.119111111111111,0.644,"Democratic",NA,NA
"1399","Finland",1924,0.742,-0.0309555555555555,0.673,"Democratic",NA,NA
"1400","Finland",1918,0.546,0.283355555555556,0.593,"Democratic",NA,NA
"1401","France",1984,0.968,-0.522655555555555,0.894,"Democratic",NA,NA
"1402","France",1910,0.863,-0.175822222222222,0.566,"Democratic",NA,NA
"1403","France",1987,0.968,-0.477155555555555,0.896,"Democratic",NA,NA
"1404","France",1988,0.968,-0.443111111111111,0.903,"Democratic",NA,NA
"1405","France",1985,0.968,-0.522655555555555,0.894,"Democratic",NA,NA
"1406","France",1986,0.968,-0.522655555555555,0.896,"Democratic",NA,NA
"1407","France",1999,0.968,-0.558844444444444,0.902,"Democratic",NA,NA
"1408","France",1983,0.968,-0.522655555555555,0.894,"Democratic",NA,NA
"1409","France",1997,0.968,-0.558844444444444,0.903,"Democratic",NA,NA
"1410","France",1998,0.968,-0.558844444444444,0.902,"Democratic",NA,NA
"1411","France",1990,0.968,-0.353644444444444,0.906,"Democratic",NA,NA
"1412","France",2000,0.969,-0.552111111111111,0.916,"Democratic",NA,NA
"1413","France",2001,0.969,-0.552111111111111,0.916,"Democratic",NA,NA
"1414","France",1989,0.968,-0.443111111111111,0.906,"Democratic",NA,NA
"1415","France",1981,0.943,-0.544588888888889,0.889,"Democratic",NA,NA
"1416","France",1982,0.968,-0.522655555555555,0.894,"Democratic",NA,NA
"1417","France",2009,0.961,-0.565333333333333,0.9,"Democratic",NA,NA
"1418","France",1903,0.83,-0.175822222222222,0.564,"Democratic",NA,NA
"1419","France",2011,0.966,-0.446666666666667,0.925,"Democratic",NA,NA
"1420","France",2012,0.955,-0.526888888888889,0.934,"Democratic",NA,NA
"1421","France",2013,0.939,-0.418622222222222,0.916,"Democratic",NA,NA
"1422","France",2010,0.962,-0.519822222222222,0.917,"Democratic",NA,NA
"1423","France",2015,0.944,-0.431422222222222,0.932,"Democratic",NA,NA
"1424","France",2016,0.944,-0.433422222222222,0.933,"Democratic",NA,NA
"1425","France",1991,0.968,-0.353644444444444,0.906,"Democratic",NA,NA
"1426","France",2014,0.944,-0.439422222222222,0.943,"Democratic",NA,NA
"1427","France",1980,0.944,-0.573388888888889,0.887,"Democratic",NA,NA
"1428","France",1994,0.968,-0.553444444444444,0.906,"Democratic",NA,NA
"1429","France",1901,0.827,-0.154722222222222,0.57,"Democratic",NA,NA
"1430","France",1902,0.83,-0.153322222222222,0.568,"Democratic",NA,NA
"1431","France",1904,0.83,-0.175822222222222,0.564,"Democratic",NA,NA
"1432","France",1905,0.856,-0.175822222222222,0.564,"Democratic",NA,NA
"1433","France",1906,0.868,-0.175822222222222,0.573,"Democratic",NA,NA
"1434","France",1907,0.871,-0.175822222222222,0.577,"Democratic",NA,NA
"1435","France",1908,0.863,-0.175822222222222,0.568,"Democratic",NA,NA
"1436","France",1909,0.863,-0.175822222222222,0.568,"Democratic",NA,NA
"1437","France",1911,0.863,-0.175822222222222,0.565,"Democratic",NA,NA
"1438","France",1912,0.863,-0.175822222222222,0.565,"Democratic",NA,NA
"1439","France",1992,0.968,-0.353644444444444,0.906,"Democratic",NA,NA
"1440","France",1993,0.968,-0.553444444444444,0.906,"Democratic",NA,NA
"1441","France",1900,0.83,-0.260055555555556,0.564,"Democratic",NA,NA
"1442","France",1916,0.825,-0.331866666666667,0.535,"Democratic",NA,NA
"1443","France",1995,0.968,-0.573288888888889,0.901,"Democratic",NA,NA
"1444","France",1996,0.968,-0.558844444444444,0.905,"Democratic",NA,NA
"1445","France",1919,0.831,-0.380711111111111,0.547,"Democratic",NA,NA
"1446","France",1920,0.851,-0.290644444444444,0.576,"Democratic",NA,NA
"1447","France",1921,0.851,-0.290644444444444,0.576,"Democratic",NA,NA
"1448","France",1922,0.851,-0.290644444444444,0.576,"Democratic",NA,NA
"1449","France",1923,0.851,-0.290644444444444,0.576,"Democratic",NA,NA
"1450","France",2002,0.969,-0.552111111111111,0.905,"Democratic",NA,NA
"1451","France",2003,0.969,-0.552111111111111,0.901,"Democratic",NA,NA
"1452","France",1913,0.863,-0.175822222222222,0.565,"Democratic",NA,NA
"1453","France",1914,0.821,-0.332177777777778,0.521,"Democratic",NA,NA
"1454","France",1915,0.821,-0.331866666666667,0.535,"Democratic",NA,NA
"1455","France",2007,0.969,-0.561955555555555,0.893,"Democratic",NA,NA
"1456","France",2008,0.961,-0.565333333333333,0.908,"Democratic",NA,NA
"1457","France",1930,0.856,-0.304466666666667,0.577,"Democratic",NA,NA
"1458","France",1931,0.856,-0.304466666666667,0.577,"Democratic",NA,NA
"1459","France",1932,0.856,-0.304466666666667,0.58,"Democratic",NA,NA
"1460","France",1933,0.856,-0.304466666666667,0.581,"Democratic",NA,NA
"1461","France",1934,0.852,-0.301644444444444,0.567,"Democratic",NA,NA
"1462","France",1935,0.856,-0.317044444444444,0.553,"Democratic",NA,NA
"1463","France",1936,0.847,-0.393066666666667,0.543,"Democratic",NA,NA
"1464","France",1937,0.847,-0.394133333333333,0.565,"Democratic",NA,NA
"1465","France",1938,0.847,-0.394133333333333,0.565,"Democratic",NA,NA
"1466","France",1939,0.827,-0.451,0.553,"Democratic",NA,NA
"1467","France",1940,0.72,-1.01375555555556,0.388,"Democratic",NA,NA
"1468","France",1941,0.301,-0.734133333333333,0.086,"Democratic",NA,NA
"1469","France",1942,0.301,-0.734133333333333,0.086,"Democratic",NA,NA
"1470","France",1943,0.301,-0.734133333333333,0.086,"Democratic",NA,NA
"1471","France",1944,0.3,-0.8046,0.089,"Democratic",NA,NA
"1472","France",1945,0.698,-0.459033333333333,0.181,"Democratic",NA,NA
"1473","France",1946,0.873,-0.0487222222222222,0.379,"Democratic",NA,NA
"1474","France",1947,0.886,-0.439266666666667,0.719,"Democratic",NA,NA
"1475","France",1948,0.892,-0.435177777777778,0.757,"Democratic",NA,NA
"1476","France",1949,0.892,-0.435177777777778,0.79,"Democratic",NA,NA
"1477","France",1950,0.895,-0.398244444444445,0.82,"Democratic",NA,NA
"1478","France",1951,0.895,-0.398244444444445,0.781,"Democratic",NA,NA
"1479","France",1952,0.895,-0.398244444444445,0.748,"Democratic",NA,NA
"1480","France",1953,0.895,-0.398244444444445,0.748,"Democratic",NA,NA
"1481","France",1954,0.834,-0.433622222222222,0.73,"Democratic",NA,NA
"1482","France",1955,0.84,-0.433377777777778,0.746,"Democratic",NA,NA
"1483","France",1917,0.825,-0.331866666666667,0.535,"Democratic",NA,NA
"1484","France",1918,0.825,-0.319355555555556,0.537,"Democratic",NA,NA
"1485","France",1956,0.84,-0.433377777777778,0.764,"Democratic",NA,NA
"1486","France",1957,0.848,-0.416222222222222,0.774,"Democratic",NA,NA
"1487","France",1958,0.846,-0.3766,0.781,"Democratic",NA,NA
"1488","France",1959,0.832,-0.561255555555556,0.785,"Democratic",NA,NA
"1489","France",1960,0.837,-0.584544444444444,0.795,"Democratic",NA,NA
"1490","France",1961,0.837,-0.584544444444444,0.795,"Democratic",NA,NA
"1491","France",1962,0.838,-0.584544444444444,0.792,"Democratic",NA,NA
"1492","France",2004,0.969,-0.552111111111111,0.901,"Democratic",NA,NA
"1493","France",2005,0.969,-0.552111111111111,0.901,"Democratic",NA,NA
"1494","France",2006,0.969,-0.552111111111111,0.897,"Democratic",NA,NA
"1495","France",1966,0.908,-0.705566666666667,0.77,"Democratic",NA,NA
"1496","France",1967,0.915,-0.7037,0.804,"Democratic",NA,NA
"1497","France",1968,0.917,-0.7037,0.809,"Democratic",NA,NA
"1498","France",1969,0.935,-0.602122222222222,0.816,"Democratic",NA,NA
"1499","France",1970,0.943,-0.489033333333333,0.837,"Democratic",NA,NA
"1500","France",1971,0.944,-0.4879,0.853,"Democratic",NA,NA
"1501","France",1972,0.944,-0.506344444444444,0.849,"Democratic",NA,NA
"1502","France",1973,0.944,-0.506344444444444,0.875,"Democratic",NA,NA
"1503","France",1974,0.944,-0.506344444444444,0.884,"Democratic",NA,NA
"1504","France",1975,0.944,-0.487588888888889,0.898,"Democratic",NA,NA
"1505","France",1976,0.944,-0.487588888888889,0.898,"Democratic",NA,NA
"1506","France",1977,0.944,-0.487588888888889,0.898,"Democratic",NA,NA
"1507","France",1978,0.944,-0.487588888888889,0.887,"Democratic",NA,NA
"1508","France",1979,0.944,-0.487588888888889,0.896,"Democratic",NA,NA
"1509","France",1927,0.856,-0.304533333333333,0.569,"Democratic",NA,NA
"1510","France",1928,0.861,-0.305066666666667,0.589,"Democratic",NA,NA
"1511","France",1929,0.856,-0.304466666666667,0.577,"Democratic",NA,NA
"1512","France",1964,0.909,-0.6267,0.772,"Democratic",NA,NA
"1513","France",1965,0.909,-0.6267,0.774,"Democratic",NA,NA
"1514","France",1925,0.856,-0.304533333333333,0.569,"Democratic",NA,NA
"1515","France",1963,0.915,-0.626855555555555,0.782,"Democratic",NA,NA
"1516","France",2017,0.919,-0.472822222222222,0.908,"Democratic",NA,NA
"1517","France",2018,0.916,-0.274311111111111,0.85,"Democratic",NA,NA
"1518","France",1926,0.856,-0.304533333333333,0.569,"Democratic",NA,NA
"1519","France",1924,0.851,-0.290644444444444,0.571,"Democratic",NA,NA
"1520","Georgia",1975,0.157,-2.05517777777778,0.109,"Left-Wing",1921,1990
"1521","Georgia",1969,0.148,-2.02184444444444,0.097,"Left-Wing",1921,1990
"1522","Georgia",1966,0.154,-2.01055555555556,0.095,"Left-Wing",1921,1990
"1523","Georgia",1967,0.15,-2.01004444444444,0.098,"Left-Wing",1921,1990
"1524","Georgia",1963,0.152,-1.99704444444444,0.095,"Left-Wing",1921,1990
"1525","Georgia",1965,0.154,-2.00997777777778,0.094,"Left-Wing",1921,1990
"1526","Georgia",1962,0.158,-1.99975555555556,0.099,"Left-Wing",1921,1990
"1527","Georgia",1970,0.149,-2.06126666666667,0.104,"Left-Wing",1921,1990
"1528","Georgia",1968,0.152,-2.01053333333333,0.097,"Left-Wing",1921,1990
"1529","Georgia",2005,0.795,-0.177011111111111,0.605,"Left-Wing",1921,1990
"1530","Georgia",2002,0.669,-0.124255555555556,0.401,"Left-Wing",1921,1990
"1531","Georgia",1961,0.146,-2.00335555555556,0.108,"Left-Wing",1921,1990
"1532","Georgia",1956,0.136,-1.82864444444444,0.104,"Left-Wing",1921,1990
"1533","Georgia",1976,0.151,-2.05768888888889,0.113,"Left-Wing",1921,1990
"1534","Georgia",2006,0.788,-0.1773,0.606,"Left-Wing",1921,1990
