"","country","year","repression","indoctrination","electdem","legacy","startyear","endyear"
"1","Albania",1988,0.034,-1.5529,0.168,"Left-Wing",1920,1990
"2","Albania",1987,0.034,-1.61156666666667,0.169,"Left-Wing",1920,1990
"3","Albania",1989,0.035,-1.5529,0.168,"Left-Wing",1920,1990
"4","Albania",1991,0.694,-0.0082,0.301,"Left-Wing",1920,1990
"5","Albania",2001,0.835,0.0587777777777778,0.447,"Left-Wing",1920,1990
"6","Albania",2002,0.846,0.0836222222222222,0.479,"Left-Wing",1920,1990
"7","Albania",2000,0.819,0.0392444444444445,0.423,"Left-Wing",1920,1990
"8","Albania",1986,0.034,-1.61156666666667,0.175,"Left-Wing",1920,1990
"9","Albania",1992,0.75,0.142377777777778,0.428,"Left-Wing",1920,1990
"10","Albania",1993,0.739,0.0951333333333333,0.456,"Left-Wing",1920,1990
"11","Albania",1990,0.042,-1.31096666666667,0.175,"Left-Wing",1920,1990
"12","Albania",2016,0.886,0.373211111111111,0.508,"Left-Wing",1920,1990
"13","Albania",1918,0.446,1.06214444444444,0.101,"Left-Wing",1920,1990
"14","Albania",2014,0.875,0.374344444444444,0.514,"Left-Wing",1920,1990
"15","Albania",2015,0.886,0.374344444444444,0.508,"Left-Wing",1920,1990
"16","Albania",1994,0.752,0.0261555555555556,0.426,"Left-Wing",1920,1990
"17","Albania",2004,0.874,-0.00667777777777776,0.507,"Left-Wing",1920,1990
"18","Albania",2005,0.873,0.0081888888888889,0.531,"Left-Wing",1920,1990
"19","Albania",2006,0.878,-0.0679,0.565,"Left-Wing",1920,1990
"20","Albania",1985,0.034,-1.61156666666667,0.175,"Left-Wing",1920,1990
"21","Albania",1999,0.811,0.0552222222222222,0.445,"Left-Wing",1920,1990
"22","Albania",1944,0.108,-0.438077777777778,0.055,"Left-Wing",1920,1990
"23","Albania",1945,0.031,-1.12572222222222,0.051,"Left-Wing",1920,1990
"24","Albania",1946,0.028,-1.34661111111111,0.139,"Left-Wing",1920,1990
"25","Albania",1947,0.024,-1.4687,0.178,"Left-Wing",1920,1990
"26","Albania",1948,0.023,-1.49301111111111,0.179,"Left-Wing",1920,1990
"27","Albania",1949,0.022,-1.49305555555556,0.174,"Left-Wing",1920,1990
"28","Albania",1950,0.021,-1.52952222222222,0.176,"Left-Wing",1920,1990
"29","Albania",2007,0.888,-0.0533222222222222,0.573,"Left-Wing",1920,1990
"30","Albania",1995,0.757,0.0455333333333333,0.431,"Left-Wing",1920,1990
"31","Albania",1996,0.765,0.0394222222222222,0.422,"Left-Wing",1920,1990
"32","Albania",1984,0.023,-1.61156666666667,0.175,"Left-Wing",1920,1990
"33","Albania",1998,0.748,0.00346666666666668,0.444,"Left-Wing",1920,1990
"34","Albania",1983,0.023,-1.61156666666667,0.175,"Left-Wing",1920,1990
"35","Albania",1957,0.024,-1.58194444444444,0.174,"Left-Wing",1920,1990
"36","Albania",1958,0.024,-1.58194444444444,0.176,"Left-Wing",1920,1990
"37","Albania",1919,0.47,1.06641111111111,0.132,"Left-Wing",1920,1990
"38","Albania",1920,0.501,1.32296666666667,0.149,"Left-Wing",1920,1990
"39","Albania",2003,0.857,-0.0592777777777778,0.482,"Left-Wing",1920,1990
"40","Albania",1922,0.508,1.3163,0.24,"Left-Wing",1920,1990
"41","Albania",1923,0.506,1.0833,0.221,"Left-Wing",1920,1990
"42","Albania",1951,0.021,-1.5299,0.177,"Left-Wing",1920,1990
"43","Albania",1952,0.021,-1.5325,0.177,"Left-Wing",1920,1990
"44","Albania",1953,0.021,-1.5325,0.177,"Left-Wing",1920,1990
"45","Albania",1997,0.751,0.0762222222222222,0.391,"Left-Wing",1920,1990
"46","Albania",1982,0.023,-1.61156666666667,0.175,"Left-Wing",1920,1990
"47","Albania",1956,0.023,-1.58194444444444,0.174,"Left-Wing",1920,1990
"48","Albania",2012,0.888,-0.0503,0.567,"Left-Wing",1920,1990
"49","Albania",2013,0.881,0.368322222222222,0.554,"Left-Wing",1920,1990
"50","Albania",1931,0.387,0.777088888888889,0.144,"Left-Wing",1920,1990
"51","Albania",1932,0.381,0.777088888888889,0.153,"Left-Wing",1920,1990
"52","Albania",1933,0.365,0.777088888888889,0.174,"Left-Wing",1920,1990
"53","Albania",2017,0.887,0.499677777777778,0.557,"Left-Wing",1920,1990
"54","Albania",2018,0.867,0.369277777777778,0.519,"Left-Wing",1920,1990
"55","Albania",1924,0.482,1.04103333333333,0.155,"Left-Wing",1920,1990
"56","Albania",1925,0.378,0.916533333333333,0.187,"Left-Wing",1920,1990
"57","Albania",2008,0.888,-0.0533222222222222,0.573,"Left-Wing",1920,1990
"58","Albania",1954,0.021,-1.5325,0.176,"Left-Wing",1920,1990
"59","Albania",1955,0.021,-1.5825,0.176,"Left-Wing",1920,1990
"60","Albania",1942,0.214,-0.386544444444444,0.053,"Left-Wing",1920,1990
"61","Albania",1943,0.206,-0.4304,0.058,"Left-Wing",1920,1990
"62","Albania",1916,0.405,1.20878888888889,0.099,"Left-Wing",1920,1990
"63","Albania",1917,0.405,1.20878888888889,0.099,"Left-Wing",1920,1990
"64","Albania",1930,0.399,0.777088888888889,0.144,"Left-Wing",1920,1990
"65","Albania",1970,0.021,-1.60916666666667,0.187,"Left-Wing",1920,1990
"66","Albania",1921,0.495,1.3205,0.226,"Left-Wing",1920,1990
"67","Albania",1959,0.024,-1.58194444444444,0.177,"Left-Wing",1920,1990
"68","Albania",1960,0.021,-1.58194444444444,0.177,"Left-Wing",1920,1990
"69","Albania",1961,0.021,-1.54854444444444,0.177,"Left-Wing",1920,1990
"70","Albania",1962,0.021,-1.54854444444444,0.173,"Left-Wing",1920,1990
"71","Albania",1912,0.47,1.00847777777778,0.108,"Left-Wing",1920,1990
"72","Albania",1913,0.47,1.00847777777778,0.108,"Left-Wing",1920,1990
"73","Albania",1914,0.448,0.961033333333333,0.106,"Left-Wing",1920,1990
"74","Albania",1915,0.356,1.14845555555556,0.081,"Left-Wing",1920,1990
"75","Albania",1928,0.39,0.759555555555556,0.181,"Left-Wing",1920,1990
"76","Albania",1929,0.39,0.759555555555556,0.148,"Left-Wing",1920,1990
"77","Albania",1968,0.021,-1.54854444444444,0.192,"Left-Wing",1920,1990
"78","Albania",1969,0.021,-1.54854444444444,0.192,"Left-Wing",1920,1990
"79","Albania",1971,0.021,-1.6093,0.175,"Left-Wing",1920,1990
"80","Albania",1972,0.021,-1.6093,0.175,"Left-Wing",1920,1990
"81","Albania",1934,0.382,0.777088888888889,0.174,"Left-Wing",1920,1990
"82","Albania",1935,0.37,0.778422222222222,0.175,"Left-Wing",1920,1990
"83","Albania",1936,0.37,0.769622222222222,0.175,"Left-Wing",1920,1990
"84","Albania",1963,0.021,-1.54854444444444,0.169,"Left-Wing",1920,1990
"85","Albania",2009,0.884,-0.0734333333333334,0.596,"Left-Wing",1920,1990
"86","Albania",2010,0.876,-0.0659,0.584,"Left-Wing",1920,1990
"87","Albania",2011,0.874,-0.0831,0.584,"Left-Wing",1920,1990
"88","Albania",1981,0.023,-1.61156666666667,0.175,"Left-Wing",1920,1990
"89","Albania",1967,0.021,-1.54854444444444,0.192,"Left-Wing",1920,1990
"90","Albania",1927,0.365,0.759288888888889,0.184,"Left-Wing",1920,1990
"91","Albania",1973,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"92","Albania",1974,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"93","Albania",1937,0.383,0.764244444444444,0.119,"Left-Wing",1920,1990
"94","Albania",1978,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"95","Albania",1979,0.023,-1.61456666666667,0.175,"Left-Wing",1920,1990
"96","Albania",1980,0.023,-1.61156666666667,0.175,"Left-Wing",1920,1990
"97","Albania",1966,0.021,-1.54854444444444,0.18,"Left-Wing",1920,1990
"98","Albania",1941,0.214,-0.386544444444444,0.053,"Left-Wing",1920,1990
"99","Albania",1976,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"100","Albania",1964,0.021,-1.54854444444444,0.169,"Left-Wing",1920,1990
"101","Albania",1965,0.021,-1.54854444444444,0.169,"Left-Wing",1920,1990
"102","Albania",1975,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"103","Albania",1926,0.349,0.754955555555556,0.178,"Left-Wing",1920,1990
"104","Albania",1938,0.383,0.764244444444444,0.103,"Left-Wing",1920,1990
"105","Albania",1940,0.21,-0.404411111111111,0.054,"Left-Wing",1920,1990
"106","Albania",1977,0.023,-1.61523333333333,0.174,"Left-Wing",1920,1990
"107","Albania",1939,0.289,-0.134566666666667,0.089,"Left-Wing",1920,1990
"108","Armenia",1962,0.158,-1.99975555555556,0.099,"Left-Wing",1920,1990
"109","Armenia",1964,0.156,-1.99708888888889,0.094,"Left-Wing",1920,1990
"110","Armenia",1966,0.154,-2.01055555555556,0.095,"Left-Wing",1920,1990
"111","Armenia",1961,0.146,-2.00335555555556,0.108,"Left-Wing",1920,1990
"112","Armenia",1975,0.157,-2.05517777777778,0.109,"Left-Wing",1920,1990
"113","Armenia",1965,0.154,-2.00997777777778,0.094,"Left-Wing",1920,1990
"114","Armenia",2001,0.715,0.0624333333333334,0.462,"Left-Wing",1920,1990
"115","Armenia",2002,0.715,0.00184444444444449,0.449,"Left-Wing",1920,1990
"116","Armenia",1974,0.162,-2.06197777777778,0.112,"Left-Wing",1920,1990
"117","Armenia",1963,0.152,-1.99704444444444,0.095,"Left-Wing",1920,1990
"118","Armenia",1968,0.152,-2.01053333333333,0.097,"Left-Wing",1920,1990
"119","Armenia",1960,0.152,-2.00331111111111,0.108,"Left-Wing",1920,1990
"120","Armenia",1978,0.156,-2.06173333333333,0.111,"Left-Wing",1920,1990
"121","Armenia",1997,0.668,-0.435044444444444,0.425,"Left-Wing",1920,1990
"122","Armenia",1976,0.151,-2.05768888888889,0.113,"Left-Wing",1920,1990
"123","Armenia",1977,0.156,-2.06197777777778,0.109,"Left-Wing",1920,1990
"124","Armenia",1982,0.168,-2.06195555555556,0.108,"Left-Wing",1920,1990
"125","Armenia",2003,0.729,-0.0222666666666666,0.361,"Left-Wing",1920,1990
"126","Armenia",1967,0.15,-2.01004444444444,0.098,"Left-Wing",1920,1990
"127","Armenia",1981,0.156,-2.06171111111111,0.108,"Left-Wing",1920,1990
"128","Armenia",1973,0.161,-2.05842222222222,0.114,"Left-Wing",1920,1990
"129","Armenia",1958,0.156,-1.96062222222222,0.109,"Left-Wing",1920,1990
"130","Armenia",2008,0.608,-0.151022222222222,0.33,"Left-Wing",1920,1990
"131","Armenia",1998,0.682,-0.479066666666667,0.42,"Left-Wing",1920,1990
"132","Armenia",1999,0.682,-0.0250111111111111,0.424,"Left-Wing",1920,1990
"133","Armenia",2000,0.7,0.0600777777777778,0.445,"Left-Wing",1920,1990
"134","Armenia",1999,0.682,-0.0250111111111111,0.424,"Left-Wing",1920,1990
"135","Armenia",2000,0.7,0.0600777777777778,0.445,"Left-Wing",1920,1990
"136","Armenia",2001,0.715,0.0624333333333334,0.462,"Left-Wing",1920,1990
"137","Armenia",2004,0.683,-0.0264666666666666,0.346,"Left-Wing",1920,1990
"138","Armenia",1969,0.148,-2.02184444444444,0.097,"Left-Wing",1920,1990
"139","Armenia",1971,0.149,-2.05851111111111,0.115,"Left-Wing",1920,1990
"140","Armenia",1972,0.15,-2.06182222222222,0.112,"Left-Wing",1920,1990
"141","Armenia",2006,0.737,-0.0220666666666666,0.35,"Left-Wing",1920,1990
"142","Armenia",2007,0.729,-0.0810333333333333,0.351,"Left-Wing",1920,1990
"143","Armenia",1996,0.675,-0.5315,0.415,"Left-Wing",1920,1990
"144","Armenia",2009,0.718,-0.0308888888888889,0.334,"Left-Wing",1920,1990
"145","Armenia",2011,0.771,-0.164655555555556,0.332,"Left-Wing",1920,1990
"146","Armenia",2012,0.73,-0.211611111111111,0.377,"Left-Wing",1920,1990
"147","Armenia",2013,0.797,0.122211111111111,0.386,"Left-Wing",1920,1990
"148","Armenia",1979,0.148,-2.06206666666667,0.107,"Left-Wing",1920,1990
"149","Armenia",1980,0.158,-2.06173333333333,0.108,"Left-Wing",1920,1990
"150","Armenia",2016,0.785,0.204044444444444,0.426,"Left-Wing",1920,1990
"151","Armenia",2017,0.801,0.0678555555555555,0.412,"Left-Wing",1920,1990
"152","Armenia",1970,0.149,-2.06126666666667,0.104,"Left-Wing",1920,1990
"153","Armenia",2005,0.741,-0.0207666666666666,0.356,"Left-Wing",1920,1990
"154","Armenia",1927,0.039,-1.59268888888889,0.114,"Left-Wing",1920,1990
"155","Armenia",1959,0.168,-1.9572,0.106,"Left-Wing",1920,1990
"156","Armenia",1929,0.027,-1.54971111111111,0.11,"Left-Wing",1920,1990
"157","Armenia",1917,0.305,-0.277466666666667,0.112,"Left-Wing",1920,1990
"158","Armenia",1918,0.239,-0.826211111111111,0.13,"Left-Wing",1920,1990
"159","Armenia",1919,0.07,-0.979555555555556,0.118,"Left-Wing",1920,1990
"160","Armenia",1920,0.064,-1.03506666666667,0.116,"Left-Wing",1920,1990
"161","Armenia",1921,0.06,-1.13731111111111,0.112,"Left-Wing",1920,1990
"162","Armenia",1922,0.067,-1.15242222222222,0.115,"Left-Wing",1920,1990
"163","Armenia",1923,0.052,-1.47242222222222,0.116,"Left-Wing",1920,1990
"164","Armenia",1924,0.042,-1.52115555555556,0.115,"Left-Wing",1920,1990
"165","Armenia",1925,0.032,-1.56653333333333,0.116,"Left-Wing",1920,1990
"166","Armenia",1926,0.035,-1.57811111111111,0.114,"Left-Wing",1920,1990
"167","Armenia",1900,0.273,0.243255555555556,0.054,"Left-Wing",1920,1990
"168","Armenia",1928,0.026,-1.54962222222222,0.113,"Left-Wing",1920,1990
"169","Armenia",1957,0.152,-1.96088888888889,0.105,"Left-Wing",1920,1990
"170","Armenia",1930,0.027,-1.59655555555556,0.111,"Left-Wing",1920,1990
"171","Armenia",1931,0.025,-1.59593333333333,0.117,"Left-Wing",1920,1990
"172","Armenia",2010,0.773,-0.105044444444444,0.34,"Left-Wing",1920,1990
"173","Armenia",2010,0.773,-0.105044444444444,0.34,"Left-Wing",1920,1990
"174","Armenia",2011,0.771,-0.164655555555556,0.332,"Left-Wing",1920,1990
"175","Armenia",2014,0.781,0.193744444444444,0.383,"Left-Wing",1920,1990
"176","Armenia",2015,0.795,0.175577777777778,0.409,"Left-Wing",1920,1990
"177","Armenia",2014,0.781,0.193744444444444,0.383,"Left-Wing",1920,1990
"178","Armenia",2015,0.795,0.175577777777778,0.409,"Left-Wing",1920,1990
"179","Armenia",2017,0.801,0.0678555555555555,0.412,"Left-Wing",1920,1990
"180","Armenia",1937,0.017,-1.61382222222222,0.121,"Left-Wing",1920,1990
"181","Armenia",2002,0.715,0.00184444444444449,0.449,"Left-Wing",1920,1990
"182","Armenia",2003,0.729,-0.0222666666666666,0.361,"Left-Wing",1920,1990
"183","Armenia",1916,0.294,0.0507777777777778,0.113,"Left-Wing",1920,1990
"184","Armenia",1993,0.71,-0.451855555555555,0.632,"Left-Wing",1920,1990
"185","Armenia",1994,0.676,-0.504755555555556,0.612,"Left-Wing",1920,1990
"186","Armenia",1995,0.667,-0.524255555555555,0.485,"Left-Wing",1920,1990
"187","Armenia",1997,0.668,-0.435044444444444,0.425,"Left-Wing",1920,1990
"188","Armenia",1998,0.682,-0.479066666666667,0.42,"Left-Wing",1920,1990
"189","Armenia",2012,0.73,-0.211611111111111,0.377,"Left-Wing",1920,1990
"190","Armenia",2013,0.797,0.122211111111111,0.386,"Left-Wing",1920,1990
"191","Armenia",1935,0.016,-1.61988888888889,0.117,"Left-Wing",1920,1990
"192","Armenia",1936,0.014,-1.6206,0.117,"Left-Wing",1920,1990
"193","Armenia",1992,0.75,-0.412522222222222,0.657,"Left-Wing",1920,1990
"194","Armenia",1938,0.015,-1.62317777777778,0.102,"Left-Wing",1920,1990
"195","Armenia",1983,0.145,-2.06177777777778,0.106,"Left-Wing",1920,1990
"196","Armenia",2004,0.683,-0.0264666666666666,0.346,"Left-Wing",1920,1990
"197","Armenia",2005,0.741,-0.0207666666666666,0.356,"Left-Wing",1920,1990
"198","Armenia",2007,0.729,-0.0810333333333333,0.351,"Left-Wing",1920,1990
"199","Armenia",2008,0.608,-0.151022222222222,0.33,"Left-Wing",1920,1990
"200","Armenia",2009,0.718,-0.0308888888888889,0.334,"Left-Wing",1920,1990
"201","Armenia",1932,0.022,-1.59497777777778,0.117,"Left-Wing",1920,1990
"202","Armenia",1987,0.324,-1.67602222222222,0.152,"Left-Wing",1920,1990
"203","Armenia",1988,0.293,-1.63917777777778,0.144,"Left-Wing",1920,1990
"204","Armenia",1933,0.022,-1.59511111111111,0.117,"Left-Wing",1920,1990
"205","Armenia",1934,0.019,-1.61988888888889,0.117,"Left-Wing",1920,1990
"206","Armenia",1991,0.732,-0.462966666666667,0.651,"Left-Wing",1920,1990
"207","Armenia",1993,0.71,-0.451855555555555,0.632,"Left-Wing",1920,1990
"208","Armenia",1994,0.676,-0.504755555555556,0.612,"Left-Wing",1920,1990
"209","Armenia",1995,0.667,-0.524255555555555,0.485,"Left-Wing",1920,1990
"210","Armenia",1956,0.136,-1.82864444444444,0.104,"Left-Wing",1920,1990
"211","Armenia",1902,0.291,0.245388888888889,0.051,"Left-Wing",1920,1990
"212","Armenia",1984,0.154,-2.06122222222222,0.107,"Left-Wing",1920,1990
"213","Armenia",1985,0.184,-1.99537777777778,0.113,"Left-Wing",1920,1990
"214","Armenia",1986,0.262,-1.91831111111111,0.123,"Left-Wing",1920,1990
"215","Armenia",1905,0.3,0.377244444444444,0.065,"Left-Wing",1920,1990
"216","Armenia",1906,0.325,0.200644444444444,0.116,"Left-Wing",1920,1990
"217","Armenia",1989,0.349,-1.49028888888889,0.171,"Left-Wing",1920,1990
"218","Armenia",1990,0.736,-0.499566666666667,0.635,"Left-Wing",1920,1990
"219","Armenia",1909,0.305,0.0944555555555555,0.116,"Left-Wing",1920,1990
"220","Armenia",1952,0.016,-1.92717777777778,0.095,"Left-Wing",1920,1990
"221","Armenia",1953,0.017,-1.88786666666667,0.096,"Left-Wing",1920,1990
"222","Armenia",2018,0.837,-0.0865111111111111,0.493,"Left-Wing",1920,1990
"223","Armenia",1901,0.309,0.245366666666667,0.046,"Left-Wing",1920,1990
"224","Armenia",1992,0.75,-0.412522222222222,0.657,"Left-Wing",1920,1990
"225","Armenia",1941,0.019,-1.68608888888889,0.099,"Left-Wing",1920,1990
"226","Armenia",1903,0.281,0.245122222222222,0.056,"Left-Wing",1920,1990
"227","Armenia",1904,0.324,0.255811111111111,0.05,"Left-Wing",1920,1990
"228","Armenia",1943,0.019,-1.68591111111111,0.099,"Left-Wing",1920,1990
"229","Armenia",1944,0.019,-1.6856,0.099,"Left-Wing",1920,1990
"230","Armenia",1907,0.315,0.0816,0.111,"Left-Wing",1920,1990
"231","Armenia",1908,0.337,0.0937222222222222,0.113,"Left-Wing",1920,1990
"232","Armenia",1947,0.021,-1.78997777777778,0.107,"Left-Wing",1920,1990
"233","Armenia",1910,0.342,0.0929444444444444,0.114,"Left-Wing",1920,1990
"234","Armenia",1911,0.364,0.0927222222222222,0.119,"Left-Wing",1920,1990
"235","Armenia",1954,0.121,-1.8392,0.1,"Left-Wing",1920,1990
"236","Armenia",1955,0.135,-1.83446666666667,0.104,"Left-Wing",1920,1990
"237","Armenia",1940,0.014,-1.63257777777778,0.103,"Left-Wing",1920,1990
"238","Armenia",1915,0.32,0.049,0.11,"Left-Wing",1920,1990
"239","Armenia",1945,0.022,-1.66391111111111,0.099,"Left-Wing",1920,1990
"240","Armenia",1942,0.02,-1.68457777777778,0.099,"Left-Wing",1920,1990
"241","Armenia",2018,0.837,-0.0865111111111111,0.493,"Left-Wing",1920,1990
"242","Armenia",1948,0.02,-1.81402222222222,0.106,"Left-Wing",1920,1990
"243","Armenia",1949,0.017,-1.81493333333333,0.108,"Left-Wing",1920,1990
"244","Armenia",1946,0.02,-1.78155555555556,0.101,"Left-Wing",1920,1990
"245","Armenia",1939,0.015,-1.63477777777778,0.102,"Left-Wing",1920,1990
"246","Armenia",1991,0.732,-0.462966666666667,0.651,"Left-Wing",1920,1990
"247","Armenia",1914,0.352,0.0597111111111111,0.112,"Left-Wing",1920,1990
"248","Armenia",1912,0.338,0.0941222222222222,0.106,"Left-Wing",1920,1990
"249","Armenia",1950,0.019,-1.92715555555556,0.102,"Left-Wing",1920,1990
"250","Armenia",1990,0.736,-0.499566666666667,0.635,"Left-Wing",1920,1990
"251","Armenia",1913,0.333,0.0941666666666666,0.112,"Left-Wing",1920,1990
"252","Armenia",1951,0.015,-1.92717777777778,0.095,"Left-Wing",1920,1990
"253","Austria",1975,0.938,-0.107188888888889,0.86,"Right-Wing",1932,1945
"254","Austria",1987,0.935,-0.118588888888889,0.836,"Right-Wing",1932,1945
"255","Austria",1976,0.935,-0.237566666666667,0.862,"Right-Wing",1932,1945
"256","Austria",1974,0.942,-0.107188888888889,0.854,"Right-Wing",1932,1945
"257","Austria",1978,0.935,-0.267966666666667,0.862,"Right-Wing",1932,1945
"258","Austria",2013,0.938,-0.324188888888889,0.903,"Right-Wing",1932,1945
"259","Austria",1977,0.935,-0.267966666666667,0.862,"Right-Wing",1932,1945
"260","Austria",1973,0.934,-0.141988888888889,0.866,"Right-Wing",1932,1945
"261","Austria",1986,0.935,-0.118588888888889,0.853,"Right-Wing",1932,1945
"262","Austria",1979,0.935,-0.267966666666667,0.869,"Right-Wing",1932,1945
"263","Austria",2014,0.938,-0.329188888888889,0.849,"Right-Wing",1932,1945
"264","Austria",2015,0.935,-0.326522222222222,0.844,"Right-Wing",1932,1945
"265","Austria",1989,0.937,-0.108388888888889,0.854,"Right-Wing",1932,1945
"266","Austria",2012,0.957,-0.266155555555556,0.902,"Right-Wing",1932,1945
"267","Austria",1901,0.632,NA,0.256,"Right-Wing",1932,1945
"268","Austria",1988,0.934,-0.126122222222222,0.864,"Right-Wing",1932,1945
"269","Austria",1980,0.924,-0.125766666666667,0.886,"Right-Wing",1932,1945
"270","Austria",2016,0.936,-0.3649,0.836,"Right-Wing",1932,1945
"271","Austria",2017,0.931,-0.199611111111111,0.819,"Right-Wing",1932,1945
"272","Austria",2018,0.899,-0.329544444444444,0.79,"Right-Wing",1932,1945
"273","Austria",1972,0.931,-0.158433333333333,0.859,"Right-Wing",1932,1945
"274","Austria",2011,0.957,-0.234755555555556,0.886,"Right-Wing",1932,1945
"275","Austria",1900,0.632,NA,0.256,"Right-Wing",1932,1945
"276","Austria",1971,0.922,-0.179188888888889,0.86,"Right-Wing",1932,1945
"277","Austria",2001,0.944,-0.1509,0.874,"Right-Wing",1932,1945
"278","Austria",2002,0.944,-0.1509,0.873,"Right-Wing",1932,1945
"279","Austria",1990,0.938,-0.109166666666667,0.854,"Right-Wing",1932,1945
"280","Austria",2000,0.944,-0.1509,0.874,"Right-Wing",1932,1945
"281","Austria",1992,0.938,-0.109166666666667,0.843,"Right-Wing",1932,1945
"282","Austria",1993,0.938,-0.109166666666667,0.845,"Right-Wing",1932,1945
"283","Austria",1981,0.935,-0.125766666666667,0.895,"Right-Wing",1932,1945
"284","Austria",1991,0.938,-0.109166666666667,0.839,"Right-Wing",1932,1945
"285","Austria",1983,0.935,-0.125766666666667,0.892,"Right-Wing",1932,1945
"286","Austria",1970,0.932,-0.179188888888889,0.851,"Right-Wing",1932,1945
"287","Austria",1985,0.935,-0.118588888888889,0.886,"Right-Wing",1932,1945
"288","Austria",1924,0.851,0.172866666666667,0.704,"Right-Wing",1932,1945
"289","Austria",1925,0.848,0.176,0.7,"Right-Wing",1932,1945
"290","Austria",1926,0.848,0.176,0.7,"Right-Wing",1932,1945
"291","Austria",1927,0.827,0.176,0.727,"Right-Wing",1932,1945
"292","Austria",1928,0.832,0.173488888888889,0.736,"Right-Wing",1932,1945
"293","Austria",1929,0.832,0.173488888888889,0.736,"Right-Wing",1932,1945
"294","Austria",1930,0.823,0.146688888888889,0.747,"Right-Wing",1932,1945
"295","Austria",1931,0.823,0.146688888888889,0.677,"Right-Wing",1932,1945
"296","Austria",1932,0.823,0.146688888888889,0.677,"Right-Wing",1932,1945
"297","Austria",1982,0.935,-0.125766666666667,0.895,"Right-Wing",1932,1945
"298","Austria",1934,0.504,-0.944088888888889,0.13,"Right-Wing",1932,1945
"299","Austria",1984,0.935,-0.125766666666667,0.891,"Right-Wing",1932,1945
"300","Austria",2010,0.957,-0.235244444444444,0.873,"Right-Wing",1932,1945
"301","Austria",1937,0.374,-0.802755555555556,0.1,"Right-Wing",1932,1945
"302","Austria",1938,0.369,NA,0.095,"Right-Wing",1932,1945
"303","Austria",1945,0.77,-0.316433333333333,0.721,"Right-Wing",1932,1945
"304","Austria",1902,0.632,NA,0.256,"Right-Wing",1932,1945
"305","Austria",1903,0.632,NA,0.256,"Right-Wing",1932,1945
"306","Austria",1904,0.632,NA,0.256,"Right-Wing",1932,1945
"307","Austria",1905,0.632,NA,0.256,"Right-Wing",1932,1945
"308","Austria",1906,0.632,NA,0.256,"Right-Wing",1932,1945
"309","Austria",1907,0.632,NA,0.272,"Right-Wing",1932,1945
"310","Austria",1933,0.623,-0.441533333333333,0.223,"Right-Wing",1932,1945
"311","Austria",1995,0.927,-0.109166666666667,0.884,"Right-Wing",1932,1945
"312","Austria",1935,0.403,-0.801155555555556,0.1,"Right-Wing",1932,1945
"313","Austria",1936,0.403,-0.851555555555556,0.1,"Right-Wing",1932,1945
"314","Austria",1998,0.94,-0.156433333333333,0.876,"Right-Wing",1932,1945
"315","Austria",1999,0.94,-0.156433333333333,0.877,"Right-Wing",1932,1945
"316","Austria",1913,0.628,NA,0.283,"Right-Wing",1932,1945
"317","Austria",1914,0.687,NA,0.253,"Right-Wing",1932,1945
"318","Austria",1915,0.687,NA,0.253,"Right-Wing",1932,1945
"319","Austria",2003,0.944,-0.1509,0.863,"Right-Wing",1932,1945
"320","Austria",2004,0.944,-0.1509,0.859,"Right-Wing",1932,1945
"321","Austria",2005,0.944,-0.1509,0.856,"Right-Wing",1932,1945
"322","Austria",2006,0.944,-0.1509,0.863,"Right-Wing",1932,1945
"323","Austria",1994,0.938,-0.109166666666667,0.854,"Right-Wing",1932,1945
"324","Austria",2007,0.944,-0.1799,0.878,"Right-Wing",1932,1945
"325","Austria",2008,0.957,-0.1799,0.878,"Right-Wing",1932,1945
"326","Austria",2009,0.957,-0.1799,0.885,"Right-Wing",1932,1945
"327","Austria",1923,0.851,0.172866666666667,0.711,"Right-Wing",1932,1945
"328","Austria",1910,0.632,NA,0.269,"Right-Wing",1932,1945
"329","Austria",1911,0.632,NA,0.27,"Right-Wing",1932,1945
"330","Austria",1912,0.628,NA,0.283,"Right-Wing",1932,1945
"331","Austria",1957,0.925,0.0604111111111111,0.836,"Right-Wing",1932,1945
"332","Austria",1958,0.925,0.0604111111111111,0.836,"Right-Wing",1932,1945
"333","Austria",1946,0.832,-0.0979444444444445,0.78,"Right-Wing",1932,1945
"334","Austria",1947,0.842,-0.0914777777777778,0.803,"Right-Wing",1932,1945
"335","Austria",1948,0.842,-0.0914777777777778,0.803,"Right-Wing",1932,1945
"336","Austria",1949,0.843,-0.0914777777777778,0.797,"Right-Wing",1932,1945
"337","Austria",1950,0.825,-0.0632111111111111,0.788,"Right-Wing",1932,1945
"338","Austria",1951,0.825,-0.0632111111111111,0.792,"Right-Wing",1932,1945
"339","Austria",1996,0.94,-0.156433333333333,0.863,"Right-Wing",1932,1945
"340","Austria",1997,0.94,-0.156433333333333,0.863,"Right-Wing",1932,1945
"341","Austria",1969,0.929,-0.0915888888888889,0.838,"Right-Wing",1932,1945
"342","Austria",1954,0.825,-0.0632111111111111,0.806,"Right-Wing",1932,1945
"343","Austria",1955,0.85,-0.0632111111111111,0.806,"Right-Wing",1932,1945
